qri_update_time,collected_at,trading_day,last_trading_day,contract,option_type,strike,settlement,open_interest,volume,ask_iv,bid_iv,ask_price,ask_quantity,bid_price,bid_quantity,iv,change,change_percent,last_price,trade_time
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,90000,1,546,2,38.87,,1,76,,,38.18,0,0,1,08/19 12:56
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,90000,22445,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,87500,1,732,349,37.74,35.74,2,113,1,193,35.67,0,0,1,08/19 13:38
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,87500,19950,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,85000,1,1496,24,34.34,32.49,2,40,1,433,32.67,-1,-50,1,08/19 13:48
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,85000,17450,5,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,84500,2,31,4,33.64,31.82,2,3,1,132,32.73,-1,-33.33,2,08/19 09:32
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,84500,16950,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,84000,3,981,7,34.12,32.94,3,54,2,54,32.98,-1,-33.33,2,08/19 14:48
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,84000,16450,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,83500,4,10,10,33.39,32.23,3,60,2,53,33.1,-3,-50,3,08/19 09:19
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,83500,15955,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,83000,4,479,69,33.52,31.52,4,131,2,180,32.22,-1,-25,3,08/19 14:05
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,83000,15455,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,82500,5,27,16,32.77,31.91,4,20,3,55,31.45,-1,-20,4,08/19 10:43
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,82500,14955,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,82000,5,258,182,32.69,32,5,20,4,2,32.86,0,0,5,08/19 13:41
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,82000,14455,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,81500,8,58,19,33.01,31.91,7,17,5,1,32.53,-2,-25,6,08/19 13:47
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,81500,13960,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,81000,9,385,103,32.65,31.69,8,113,6,1,32.14,-2,-22.22,7,08/19 14:34
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,81000,13460,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,80500,12,32,20,32.6,31.37,10,16,7,16,31.59,-4,-28.57,10,08/19 11:57
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,80500,12965,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,80000,16,1636,493,32.09,31.75,11,75,10,5,31.81,-6,-37.5,10,08/19 14:45
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,80000,12470,1,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,79500,20,216,16,32.37,30.88,15,10,10,9,31.29,-8,-40,12,08/19 14:32
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,79500,11970,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,79000,25,199,100,31.95,31.47,17,4,15,3,31.38,-9,-36,16,08/19 14:29
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,79000,11475,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,78500,31,32,23,31.67,31.25,20,2,18,6,31.45,-14,-41.18,20,08/19 14:26
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,78500,10985,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,78000,40,2213,935,31.64,31.29,25,23,23,2,31.56,-16,-40,24,08/19 14:38
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,78000,10490,1,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,77500,50,983,33,32.01,29.15,34,3,17,33,31.29,-23,-43.4,30,08/19 14:24
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,77500,10005,4,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,77000,63,721,199,31.85,31.49,41,10,38,3,32.02,-24,-36.92,41,08/19 14:43
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,77000,9515,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,76500,81,53,22,32.06,27.02,53,6,16,6,31.3,-36,-44.44,45,08/19 14:17
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,76500,9035,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,76000,104,517,180,31.77,30.96,62,11,53,8,30.85,-48,-46.15,56,08/19 14:29
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,76000,8555,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,75500,125,155,56,31.82,30.02,77,10,55,6,30.61,-68,-52.31,62,08/19 14:51
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,75500,8080,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,75375,135,1,1,32.5,,91,13,,,29.3,,,69,08/19 09:52
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,75375,7965,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,75250,146,32,18,32.39,30.78,94,13,71,4,31.2,,,81,08/19 14:32
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,75250,7850,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,75125,151,,,32.28,,97,4,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,75125,7730,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,75000,159,3128,287,31.59,31.19,91,3,85,8,31.43,-73,-45.91,86,08/19 14:47
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,75000,7610,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,74875,170,3,,32.22,18.97,106,4,2,4,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,74875,7500,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,74750,178,63,16,32.14,29.67,110,4,72,4,30.53,,,105,08/19 11:06
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,74750,7385,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,74625,188,47,,32.11,21.99,115,4,10,4,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,74625,7270,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,74500,193,168,86,31.62,31.28,112,1,106,2,31.76,-86,-43.43,112,08/19 14:39
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,74500,7145,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,74375,202,,,32.02,30.49,125,4,98,18,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,74375,7035,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,74250,215,10,5,31.9,23.86,129,4,24,4,31.37,-90,-41.86,125,08/19 14:30
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,74250,6925,,,,,,,,,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,74125,227,3,,31.88,24.13,135,4,28,4,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,74125,6810,,,44.67,,9315,3,8615,3,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,74000,237,985,356,31.65,31.45,137,1,133,1,31.54,-103,-43.28,135,08/19 14:52
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,74000,6690,,,45.07,,9220,6,8495,6,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,73875,252,18,,32.22,24.92,156,4,40,10,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,73875,6585,,,45.32,,9120,3,8395,2,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,73750,263,52,1,32.2,25.11,163,4,45,10,30.57,,,140,08/19 13:19
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,73750,6470,,,45.42,,9015,3,8285,2,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,73625,275,5,3,32.16,30.7,170,4,138,6,30.23,,,167,08/19 11:00
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,73625,6360,,,45.13,,8895,3,8165,2,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,73500,290,453,56,31.68,31.42,167,1,161,1,30.42,-140,-48.28,150,08/19 14:01
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,73500,6240,,,45.08,,8785,4,8035,4,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,73375,305,2,,32.14,25.62,186,18,62,10,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,73375,6135,,,44.54,,8655,3,7990,2,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,73250,320,17,3,32.1,26.67,194,3,82,3,30.26,-140,-43.75,180,08/19 12:54
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,73250,6025,,,44.6,,8550,3,7835,2,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,73125,335,5,,32.1,26.78,203,3,89,3,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,73125,5915,,,44.54,,8440,3,7585,3,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,73000,355,2405,263,31.7,31.51,202,1,197,6,31.82,-155,-43.66,200,08/19 14:47
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,73000,5805,3,,44.46,,8330,6,7625,4,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,72875,370,34,,32.01,26.98,220,3,104,3,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,72875,5700,,,44.03,,8205,3,7390,3,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,72750,390,5,7,32.04,31.09,231,17,205,3,30,-240,-53.33,210,08/19 12:57
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,72750,5595,,,43.94,,8095,3,7305,3,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,72625,400,,,32.02,27.17,241,15,121,3,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,72625,5485,,,43.5,,7970,3,7195,2,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,72500,420,2164,50,31.91,31.53,249,1,238,5,31.93,-180,-42.86,240,08/19 14:40
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,72500,5375,,,43.63,,7870,4,7065,3,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,72375,440,10,,31.96,27.32,262,5,139,3,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,72375,5265,,,43.18,,7745,3,6955,2,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,72250,460,37,4,32.29,27.36,284,12,148,12,31.67,-220,-45.83,260,08/19 14:36
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,72250,5160,,,43.29,,7645,3,6850,2,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,72125,480,78,,32.27,27.42,296,3,158,12,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,72125,5060,,,43.06,,7530,3,6725,3,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,72000,510,2683,315,31.93,31.59,298,1,287,7,31.76,-224,-43.92,286,08/19 14:42
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,72000,4955,,,43.04,,7425,6,6625,4,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,71875,525,,1,32.33,31.04,325,3,282,3,29.19,,,298,08/19 09:56
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,71875,4855,,,42.79,,7310,3,6500,2,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,71750,550,3,3,32.07,27.71,330,3,194,9,30.02,,,310,08/19 12:43
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,71750,4755,,,42.32,,7185,3,6395,2,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,71625,570,2,2,32.09,27.79,345,3,207,9,28.61,,,515,08/18 18:55
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,71625,4650,,,42.17,,7075,3,6290,2,,,,,
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,CALL,71500,600,1361,134,31.95,31.53,355,7,340,5,31.15,-275,-45.45,330,08/19 14:21
2026/08/19 14:53,2026-08-19T15:07:59+09:00,2026/08/19,2026/09/10,2026-09,PUT,71500,4550,,,42.12,,6970,4,6165,3,,,,,
